Kind,Name,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Function,"nlohmann::byte_container_with_subtype::byte_container_with_subtype(nlohmann::byte_container_with_subtype::container_type &&)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"nlohmann::byte_container_with_subtype::byte_container_with_subtype(nlohmann::byte_container_with_subtype::container_type &&,int)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"nlohmann::byte_container_with_subtype::clear_subtype()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"nlohmann::byte_container_with_subtype::has_subtype()",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"nlohmann::byte_container_with_subtype::operator!=(const byte_container_with_subtype<BinaryType> &)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"nlohmann::byte_container_with_subtype::operator==(const byte_container_with_subtype<BinaryType> &)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"nlohmann::byte_container_with_subtype::set_subtype(int)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"nlohmann::byte_container_with_subtype::subtype()",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Class Template,"nlohmann::detail::binary_reader",0,1,0,236,1855,443,1,1,1,1,1,0,1,0,0,0,0,,0,0,,,,,40,3,3,0,0,40,40,3,0,33,0,7,,2403,236,1855,43,4,443,0,0,,,,,60,60,0,0,,,,,,1,1,1,1,,0,0,,100,0.24,35,35,35,35
Explicit Public Function,"nlohmann::detail::binary_reader::binary_reader(InputAdapterType &&)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Const Function,"nlohmann::detail::binary_reader::exception_message(const nlohmann::detail::input_format_t,const int &,const int &)",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"nlohmann::detail::binary_reader::get()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function Template,"nlohmann::detail::binary_reader::get_binary(const nlohmann::detail::input_format_t,const NumberType,nlohmann::detail::binary_reader::binary_t &)",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,3,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function Template,"nlohmann::detail::binary_reader::get_bson_binary(const NumberType,nlohmann::detail::binary_reader::binary_t &)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"nlohmann::detail::binary_reader::get_bson_cstr(nlohmann::detail::binary_reader::string_t &)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function Template,"nlohmann::detail::binary_reader::get_bson_string(const NumberType,nlohmann::detail::binary_reader::string_t &)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"nlohmann::detail::binary_reader::get_cbor_array(const int,const nlohmann::detail::cbor_tag_handler_t)",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"nlohmann::detail::binary_reader::get_cbor_binary(nlohmann::detail::binary_reader::binary_t &)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"nlohmann::detail::binary_reader::get_cbor_object(const int,const nlohmann::detail::cbor_tag_handler_t)",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"nlohmann::detail::binary_reader::get_cbor_string(nlohmann::detail::binary_reader::string_t &)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"nlohmann::detail::binary_reader::get_ignore_noop()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"nlohmann::detail::binary_reader::get_msgpack_array(const int)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"nlohmann::detail::binary_reader::get_msgpack_binary(nlohmann::detail::binary_reader::binary_t &)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"nlohmann::detail::binary_reader::get_msgpack_object(const int)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"nlohmann::detail::binary_reader::get_msgpack_string(nlohmann::detail::binary_reader::string_t &)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function Template,"nlohmann::detail::binary_reader::get_number(const nlohmann::detail::input_format_t,NumberType &)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function Template,"nlohmann::detail::binary_reader::get_string(const nlohmann::detail::input_format_t,const NumberType,nlohmann::detail::binary_reader::string_t &)",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,3,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Const Function,"nlohmann::detail::binary_reader::get_token_string()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"nlohmann::detail::binary_reader::get_ubjson_array()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"nlohmann::detail::binary_reader::get_ubjson_high_precision_number()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"nlohmann::detail::binary_reader::get_ubjson_object()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"nlohmann::detail::binary_reader::get_ubjson_size_type(int &)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"nlohmann::detail::binary_reader::get_ubjson_size_value(int &)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"nlohmann::detail::binary_reader::get_ubjson_string(nlohmann::detail::binary_reader::string_t &,const bool)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"nlohmann::detail::binary_reader::get_ubjson_value(const int)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"nlohmann::detail::binary_reader::parse_bson_array()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"nlohmann::detail::binary_reader::parse_bson_element_internal(const int,const int)",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"nlohmann::detail::binary_reader::parse_bson_element_list(const bool)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"nlohmann::detail::binary_reader::parse_bson_internal()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"nlohmann::detail::binary_reader::parse_cbor_internal(const bool,const nlohmann::detail::cbor_tag_handler_t)",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"nlohmann::detail::binary_reader::parse_msgpack_internal()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"nlohmann::detail::binary_reader::parse_ubjson_internal(const bool)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"nlohmann::detail::binary_reader::sax_parse(const nlohmann::detail::input_format_t,nlohmann::detail::binary_reader::json_sax_t *,const bool,const nlohmann::detail::cbor_tag_handler_t)",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,5,4,2,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Const Function,"nlohmann::detail::binary_reader::unexpect_eof(const nlohmann::detail::input_format_t,const char *)",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Class Template,"nlohmann::detail::binary_writer",0,2,0,152,1213,251,1,1,1,1,2,0,2,0,0,0,0,,12,0,,,,,17,0,0,0,0,29,29,0,0,24,0,5,,1567,152,1213,33,5,251,0,0,,,,,39,35,0,4,,,,,,1,1,1,1,,0,0,,0,0.21,29,29,29,29
Explicit Public Function,"nlohmann::detail::binary_writer::binary_writer(int)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Static Function,"nlohmann::detail::binary_writer::calc_bson_array_size(const typename BasicJsonType::array_t &)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Static Function,"nlohmann::detail::binary_writer::calc_bson_binary_size(const typename BasicJsonType::binary_t &)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Static Function,"nlohmann::detail::binary_writer::calc_bson_element_size(const nlohmann::detail::binary_writer::string_t &,const BasicJsonType &)",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Static Function,"nlohmann::detail::binary_writer::calc_bson_entry_header_size(const nlohmann::detail::binary_writer::string_t &)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Static Function,"nlohmann::detail::binary_writer::calc_bson_integer_size(const int)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Static Function,"nlohmann::detail::binary_writer::calc_bson_object_size(const typename BasicJsonType::object_t &)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Static Function,"nlohmann::detail::binary_writer::calc_bson_string_size(const nlohmann::detail::binary_writer::string_t &)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Static Function,"nlohmann::detail::binary_writer::calc_bson_unsigned_size(const int)",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,6,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Static Function,"nlohmann::detail::binary_writer::get_cbor_float_prefix(double)",,,,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,1,2,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.50,,,,
Private Static Function,"nlohmann::detail::binary_writer::get_cbor_float_prefix(float)",,,,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,1,2,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.50,,,,
Private Static Function,"nlohmann::detail::binary_writer::get_msgpack_float_prefix(double)",,,,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,1,2,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.50,,,,
Private Static Function,"nlohmann::detail::binary_writer::get_msgpack_float_prefix(float)",,,,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,1,2,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.50,,,,
Public Function,"nlohmann::detail::binary_writer::write_bson(const BasicJsonType &)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"nlohmann::detail::binary_writer::write_bson_array(const nlohmann::detail::binary_writer::string_t &,const typename BasicJsonType::array_t &)",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"nlohmann::detail::binary_writer::write_bson_binary(const nlohmann::detail::binary_writer::string_t &,const nlohmann::detail::binary_writer::binary_t &)",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"nlohmann::detail::binary_writer::write_bson_boolean(const nlohmann::detail::binary_writer::string_t &,const bool)",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"nlohmann::detail::binary_writer::write_bson_double(const nlohmann::detail::binary_writer::string_t &,const double)",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"nlohmann::detail::binary_writer::write_bson_element(const nlohmann::detail::binary_writer::string_t &,const BasicJsonType &)",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"nlohmann::detail::binary_writer::write_bson_entry_header(const nlohmann::detail::binary_writer::string_t &,const int)",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"nlohmann::detail::binary_writer::write_bson_integer(const nlohmann::detail::binary_writer::string_t &,const int)",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"nlohmann::detail::binary_writer::write_bson_null(const nlohmann::detail::binary_writer::string_t &)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"nlohmann::detail::binary_writer::write_bson_object(const typename BasicJsonType::object_t &)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"nlohmann::detail::binary_writer::write_bson_object_entry(const nlohmann::detail::binary_writer::string_t &,const typename BasicJsonType::object_t &)",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"nlohmann::detail::binary_writer::write_bson_string(const nlohmann::detail::binary_writer::string_t &,const nlohmann::detail::binary_writer::string_t &)",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"nlohmann::detail::binary_writer::write_bson_unsigned(const nlohmann::detail::binary_writer::string_t &,const int)",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"nlohmann::detail::binary_writer::write_cbor(const BasicJsonType &)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"nlohmann::detail::binary_writer::write_msgpack(const BasicJsonType &)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"nlohmann::detail::binary_writer::write_ubjson(const BasicJsonType &,const bool,const bool,const bool)",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"nlohmann::detail::combine(int,int)",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,5,0,0,0,0,0,1,1,0,2,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Struct Template,"nlohmann::detail::conjunction",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,1,0,0,0,0,,,,,0,0,0,0,,,,,,0,0,0,0,,0,0,,0,0.00,0,0,0,0
Struct Template,"nlohmann::detail::conjunction<type-parameter-0-0, type-parameter-0-1...>",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,3,0,3,2,0,0,0,0,,,,,0,0,0,0,,,,,,0,0,0,0,,0,0,,0,0.00,0,0,0,0
Struct Template,"nlohmann::detail::conjunction<type-parameter-0-0>",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,1,0,0,0,0,,,,,0,0,0,0,,,,,,0,0,0,0,,1,0,,0,0.00,0,0,0,0
Struct Template,"nlohmann::detail::detector",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,5,0,5,1,0,0,0,0,,,,,1,1,0,0,,,,,,0,0,0,0,,0,0,,0,0.00,0,0,0,0
Function,"nlohmann::detail::dtoa_impl::append_exponent(char *,int)",,,,3,37,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,42,3,37,2,20,2,0,0,2,6,1,17,18,1,0,17,4,4,4,1,3,,,,,0,,1,0,,0.05,,,,
Struct,"nlohmann::detail::dtoa_impl::boundaries",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,6,0,6,1,0,0,0,0,,,,,3,3,0,0,,,,,,0,0,0,0,,0,0,,0,0.00,0,0,0,0
Struct,"nlohmann::detail::dtoa_impl::cached_power",0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,3,2,0,0,2,3,3,0,0,0,0,3,,6,0,6,1,0,1,0,0,,,,,6,6,0,0,,,,,,0,0,0,0,,0,0,,100,0.17,0,0,0,0
Function Template,"nlohmann::detail::dtoa_impl::compute_boundaries(FloatType)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Struct,"nlohmann::detail::dtoa_impl::diyfp",3,9,6,21,51,48,1,1,1,1,17,3,9,6,0,0,0,,4,1,,,,,4,1,0,0,1,8,8,0,0,0,0,8,,117,21,51,22,3,48,0,0,,,,,46,45,0,1,,,,,,1,1,1,1,,0,0,,87,0.94,5,5,5,5
Public Function,"nlohmann::detail::dtoa_impl::diyfp::diyfp(int,int)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Static Function,"nlohmann::detail::dtoa_impl::diyfp::mul(const nlohmann::detail::dtoa_impl::diyfp &,const nlohmann::detail::dtoa_impl::diyfp &)",,,,10,21,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,10,21,16,0,30,0,0,1,1,0,18,16,16,0,0,1,1,1,1,0,,,,,0,,0,0,,1.43,,,,
Public Static Function,"nlohmann::detail::dtoa_impl::diyfp::normalize(nlohmann::detail::dtoa_impl::diyfp)",,,,2,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,2,10,1,1,0,0,0,2,1,0,4,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Static Function,"nlohmann::detail::dtoa_impl::diyfp::normalize_to(const nlohmann::detail::dtoa_impl::diyfp &,const int)",,,,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,2,7,2,1,0,0,0,1,1,0,4,1,1,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
